,datetime,measured_from,precise,lat,lng,ghpe
0,2024:04:27 13:37:25,P3,on,45.82836666666667,15.220605555555556,4.7283314304354915
1,2024:04:27 13:34:38,P2,on,45.828425,15.220233333333333,3.5355339046563916
2,2024:04:27 13:35:11,P2,on,45.828430555555556,15.220286111111111,4.765481151274348
3,2024:04:27 13:38:05,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
4,2024:04:27 13:35:07,P2,on,45.82843333333334,15.220283333333333,4.75738616614529
5,2024:04:27 13:32:45,P1,on,45.828472222222224,15.22048888888889,4.7548798506882335
6,2024:04:27 13:34:34,P2,on,45.828425,15.220222222222223,4.342619462178371
7,2024:04:27 13:34:41,P2,on,45.828430555555556,15.220241666666666,3.5355339046563916
8,2024:04:27 13:33:06,P1,on,45.828472222222224,15.22048888888889,4.749662678780246
9,2024:04:27 13:35:56,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
10,2024:04:27 13:35:51,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
11,2024:04:27 13:33:11,P1,on,45.828475000000005,15.22048888888889,4.754206515624201
12,2024:04:27 13:32:54,P1,on,45.82846388888889,15.22048611111111,4.7523579826865925
13,2024:04:27 13:34:53,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
14,2024:04:27 13:33:45,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
15,2024:04:27 13:34:32,P2,on,45.828430555555556,15.220219444444444,4.613152985074627
16,2024:04:27 13:37:13,P3,on,45.82836666666667,15.220605555555556,4.745352767215885
17,2024:04:27 13:36:35,P3,on,45.828425,15.22028888888889,3.5355339046563916
18,2024:04:27 13:33:07,P1,on,45.82846944444445,15.22048888888889,4.74344745154956
19,2024:04:27 13:33:57,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
20,2024:04:27 13:35:09,P2,on,45.82843333333334,15.22028888888889,4.758234552332913
21,2024:04:27 13:36:41,P3,on,45.828408333333336,15.220336111111111,3.5355339046563916
22,2024:04:27 13:37:13,P3,on,45.82836666666667,15.220605555555556,4.7374878817256425
23,2024:04:27 13:36:40,P3,on,45.82841388888889,15.220316666666667,3.5355339046563916
24,2024:04:27 13:34:42,P2,on,45.828430555555556,15.220241666666666,3.5355339046563916
25,2024:04:27 13:37:19,P3,on,45.82836666666667,15.220605555555556,4.730183522061695
26,2024:04:27 13:34:59,P2,on,45.82843333333334,15.22025,4.592671694587199
27,2024:04:27 13:35:21,P2,on,45.82843333333334,15.220286111111111,4.762588753774586
28,2024:04:27 13:34:32,P2,on,45.82843333333334,15.220213888888889,4.835844861660079
29,2024:04:27 13:32:30,P1,on,45.828475000000005,15.220475,4.759924331451174
30,2024:04:27 13:38:08,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
31,2024:04:27 13:34:35,P2,on,45.828425,15.220222222222223,4.291599976287865
32,2024:04:27 13:38:06,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
33,2024:04:27 13:33:52,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
34,2024:04:27 13:36:40,P3,on,45.828411111111116,15.220325,3.5355339046563916
35,2024:04:27 13:35:11,P2,on,45.82843333333334,15.22028888888889,4.760788594913948
36,2024:04:27 13:33:54,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
37,2024:04:27 13:33:15,P1,on,45.828472222222224,15.220491666666668,4.755519456545817
38,2024:04:27 13:33:58,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
39,2024:04:27 13:33:33,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
40,2024:04:27 13:33:04,P1,on,45.828472222222224,15.22048611111111,4.757014765579694
41,2024:04:27 13:36:43,P3,on,45.82840277777778,15.220347222222223,3.5355339046563916
42,2024:04:27 13:38:11,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
43,2024:04:27 13:32:38,P1,on,45.828475000000005,15.22048888888889,4.755006244347789
44,2024:04:27 13:34:53,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
45,2024:04:27 13:37:24,P3,on,45.82836666666667,15.220605555555556,4.7283314304354915
46,2024:04:27 13:38:18,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
47,2024:04:27 13:33:11,P1,on,45.828475000000005,15.220491666666668,4.755432339277686
48,2024:04:27 13:37:57,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
49,2024:04:27 13:37:53,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
50,2024:04:27 13:35:10,P2,on,45.828430555555556,15.22028888888889,4.763896943086737
51,2024:04:27 13:34:36,P2,on,45.828425,15.220225000000001,4.166461858398715
52,2024:04:27 13:37:33,P3,on,45.82836666666667,15.220605555555556,4.725740445307623
53,2024:04:27 13:32:30,P1,on,45.828475000000005,15.220475,4.755709099426162
54,2024:04:27 13:35:02,P2,on,45.82844166666667,15.220272222222222,4.59267167748548
55,2024:04:27 13:32:35,P1,on,45.828472222222224,15.220483333333334,4.760868148341263
56,2024:04:27 13:35:38,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
57,2024:04:27 13:32:42,P1,on,45.828475000000005,15.220491666666668,4.758963154235773
58,2024:04:27 13:32:48,P1,on,45.828475000000005,15.220491666666668,4.762579949140788
59,2024:04:27 13:35:57,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
60,2024:04:27 13:38:21,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
61,2024:04:27 13:33:55,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
62,2024:04:27 13:35:45,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
63,2024:04:27 13:34:01,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
64,2024:04:27 13:33:39,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
65,2024:04:27 13:35:12,P2,on,45.828430555555556,15.220286111111111,4.765481151274348
66,2024:04:27 13:34:46,P2,on,45.828430555555556,15.220244444444445,4.169383437136812
67,2024:04:27 13:36:39,P3,on,45.82841388888889,15.220316666666667,3.5355339046563916
68,2024:04:27 13:37:28,P3,on,45.82836666666667,15.220605555555556,4.726891036321226
69,2024:04:27 13:34:35,P2,on,45.828425,15.220222222222223,4.291599976287865
70,2024:04:27 13:37:59,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
71,2024:04:27 13:37:35,P3,on,45.82836666666667,15.220605555555556,4.728538102643857
72,2024:04:27 13:35:40,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
73,2024:04:27 13:33:00,P1,on,45.82846944444445,15.220477777777777,4.76080802882141
74,2024:04:27 13:33:46,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
75,2024:04:27 13:36:37,P3,on,45.82842222222222,15.220297222222221,3.5355339046563916
76,2024:04:27 13:32:40,P1,on,45.828475000000005,15.220491666666668,4.761625198024415
77,2024:04:27 13:33:47,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
78,2024:04:27 13:33:07,P1,on,45.828472222222224,15.22048888888889,4.757363092498849
79,2024:04:27 13:34:48,P2,on,45.828430555555556,15.220244444444445,3.5355339046563916
80,2024:04:27 13:35:45,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
81,2024:04:27 13:37:15,P3,on,45.82836666666667,15.220605555555556,4.734838248151975
82,2024:04:27 13:35:19,P2,on,45.82843888888889,15.220283333333333,4.759143667784369
83,2024:04:27 13:35:14,P2,on,45.828430555555556,15.220280555555556,4.7668119963007
84,2024:04:27 13:33:34,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
85,2024:04:27 13:36:34,P3,on,45.828425,15.220286111111111,3.5355339046563916
86,2024:04:27 13:33:58,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
87,2024:04:27 13:34:31,P2,on,45.82845555555556,15.22018888888889,6.011886437489311
88,2024:04:27 13:33:44,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
89,2024:04:27 13:38:03,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
90,2024:04:27 13:33:50,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
91,2024:04:27 13:37:28,P3,on,45.82836666666667,15.220605555555556,4.725636831035288
92,2024:04:27 13:33:16,P1,on,45.828472222222224,15.220483333333334,4.756122319502601
93,2024:04:27 13:35:12,P2,on,45.828430555555556,15.220286111111111,4.76633426820401
94,2024:04:27 13:32:34,P1,on,45.828472222222224,15.220483333333334,4.757128764034388
95,2024:04:27 13:32:33,P1,on,45.828472222222224,15.220483333333334,4.757128764034388
96,2024:04:27 13:33:08,P1,on,45.82846944444445,15.22048888888889,4.74344745154956
97,2024:04:27 13:33:18,P1,on,45.828472222222224,15.220477777777777,4.752248443385349
98,2024:04:27 13:32:39,P1,on,45.828475000000005,15.22048888888889,4.755006244347789
99,2024:04:27 13:35:54,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
100,2024:04:27 13:33:21,P1,on,45.828472222222224,15.220475,4.754531607006855
101,2024:04:27 13:34:39,P2,on,45.828425,15.22023888888889,3.5355339046563916
102,2024:04:27 13:37:32,P3,on,45.82836666666667,15.220605555555556,4.725740445307623
103,2024:04:27 13:38:13,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
104,2024:04:27 13:37:35,P3,on,45.82836666666667,15.220605555555556,4.726784122489644
105,2024:04:27 13:38:15,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
106,2024:04:27 13:35:40,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
107,2024:04:27 13:33:54,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
108,2024:04:27 13:36:42,P3,on,45.828408333333336,15.220336111111111,3.5355339046563916
109,2024:04:27 13:35:05,P2,on,45.82843333333334,15.220283333333333,4.757077666031633
110,2024:04:27 13:37:12,P3,on,45.82836666666667,15.220608333333333,4.74463818657367
111,2024:04:27 13:37:41,P3,on,45.82836666666667,15.220605555555556,4.731595511767925
112,2024:04:27 13:34:38,P2,on,45.828425,15.220225000000001,4.037372386971318
113,2024:04:27 13:35:05,P2,on,45.82843333333334,15.220283333333333,4.757077666031633
114,2024:04:27 13:34:54,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
115,2024:04:27 13:33:41,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
116,2024:04:27 13:33:49,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
117,2024:04:27 13:33:02,P1,on,45.828472222222224,15.220480555555556,4.761970300615719
118,2024:04:27 13:32:56,P1,on,45.82846944444445,15.22048611111111,4.75298299954243
119,2024:04:27 13:34:01,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
120,2024:04:27 13:35:35,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
121,2024:04:27 13:33:46,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
122,2024:04:27 13:37:38,P3,on,45.82836666666667,15.220605555555556,4.73062389789235
123,2024:04:27 13:35:43,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
124,2024:04:27 13:35:08,P2,on,45.82843333333334,15.22028888888889,4.758234552332913
125,2024:04:27 13:34:50,P2,on,45.828430555555556,15.220244444444445,4.592671694587199
126,2024:04:27 13:33:14,P1,on,45.828472222222224,15.220494444444444,4.752926501631165
127,2024:04:27 13:35:17,P2,on,45.828430555555556,15.220277777777778,4.7624900585640955
128,2024:04:27 13:33:55,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
129,2024:04:27 13:33:44,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
130,2024:04:27 13:33:43,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
131,2024:04:27 13:32:47,P1,on,45.828475000000005,15.220491666666668,4.762579949140788
132,2024:04:27 13:37:54,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
133,2024:04:27 13:36:00,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
134,2024:04:27 13:38:05,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
135,2024:04:27 13:36:43,P3,on,45.82840277777778,15.220347222222223,3.5355339046563916
136,2024:04:27 13:35:46,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
137,2024:04:27 13:36:41,P3,on,45.828411111111116,15.220325,3.5355339046563916
138,2024:04:27 13:34:44,P2,on,45.828430555555556,15.220244444444445,4.169383439075972
139,2024:04:27 13:37:42,P3,on,45.82836666666667,15.220605555555556,4.7321518036072145
140,2024:04:27 13:33:42,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
141,2024:04:27 13:32:57,P1,on,45.82846388888889,15.220483333333334,4.7550419361034635
142,2024:04:27 13:33:45,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
143,2024:04:27 13:37:59,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
144,2024:04:27 13:32:57,P1,on,45.82846944444445,15.22048611111111,4.75298299954243
145,2024:04:27 13:37:11,P3,on,45.82836666666667,15.220608333333333,4.74463818657367
146,2024:04:27 13:36:01,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
147,2024:04:27 13:36:53,P3,on,45.82840277777778,15.220358333333333,4.592671480144404
148,2024:04:27 13:35:02,P2,on,45.82844166666667,15.220272222222222,4.59267167748548
149,2024:04:27 13:38:19,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
150,2024:04:27 13:36:49,P3,on,45.82840277777778,15.220358333333333,4.59267152481782
151,2024:04:27 13:32:46,P1,on,45.828472222222224,15.220491666666668,4.759829326672911
152,2024:04:27 13:34:55,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
153,2024:04:27 13:32:53,P1,on,45.82846388888889,15.22048888888889,4.761766187251665
154,2024:04:27 13:38:13,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
155,2024:04:27 13:35:52,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
156,2024:04:27 13:38:13,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
157,2024:04:27 13:32:56,P1,on,45.82846388888889,15.220483333333334,4.752335603640528
158,2024:04:27 13:34:57,P2,on,45.82843333333334,15.22025,4.592671694587199
159,2024:04:27 13:35:19,P2,on,45.82843888888889,15.220283333333333,4.759143667784369
160,2024:04:27 13:34:56,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
161,2024:04:27 13:37:21,P3,on,45.82836666666667,15.220605555555556,4.72962155594468
162,2024:04:27 13:33:00,P1,on,45.82846944444445,15.220480555555556,4.757436349886564
163,2024:04:27 13:36:54,P3,on,45.82840277777778,15.220358333333333,4.592671468838083
164,2024:04:27 13:37:23,P3,on,45.82836666666667,15.220605555555556,4.7289152324501895
165,2024:04:27 13:32:53,P1,on,45.82846388888889,15.22048611111111,4.7523579826865925
166,2024:04:27 13:37:25,P3,on,45.82836666666667,15.220605555555556,4.7283314304354915
167,2024:04:27 13:37:22,P3,on,45.82836666666667,15.220605555555556,4.729396984924623
168,2024:04:27 13:37:31,P3,on,45.82836666666667,15.220605555555556,4.726467377613569
169,2024:04:27 13:38:14,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
170,2024:04:27 13:32:46,P1,on,45.828472222222224,15.220491666666668,4.756189329520656
171,2024:04:27 13:32:43,P1,on,45.828475000000005,15.22048888888889,4.749873724618649
172,2024:04:27 13:37:16,P3,on,45.82836666666667,15.220605555555556,4.733529932173401
173,2024:04:27 13:33:17,P1,on,45.828472222222224,15.220483333333334,4.756122319502601
174,2024:04:27 13:37:58,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
175,2024:04:27 13:37:37,P3,on,45.82836666666667,15.220605555555556,4.729743289572707
176,2024:04:27 13:34:52,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
177,2024:04:27 13:37:20,P3,on,45.82836666666667,15.220605555555556,4.72962155594468
178,2024:04:27 13:35:54,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
179,2024:04:27 13:32:43,P1,on,45.828475000000005,15.220491666666668,4.7543628808864264
180,2024:04:27 13:37:14,P3,on,45.82836666666667,15.220605555555556,4.734838248151975
181,2024:04:27 13:36:37,P3,on,45.82842222222222,15.2203,3.5355339046563916
182,2024:04:27 13:35:56,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
183,2024:04:27 13:37:59,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
184,2024:04:27 13:36:34,P3,on,45.828430555555556,15.220283333333333,3.5355339046563916
185,2024:04:27 13:33:20,P1,on,45.828472222222224,15.220475,4.757688671375341
186,2024:04:27 13:32:59,P1,on,45.82846944444445,15.220480555555556,4.757436349886564
187,2024:04:27 13:35:58,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
188,2024:04:27 13:32:38,P1,on,45.828475000000005,15.22048888888889,4.756115720059562
189,2024:04:27 13:32:28,P1,on,45.828475000000005,15.220475,4.75932745084416
190,2024:04:27 13:34:35,P2,on,45.828425,15.220225000000001,4.166461858398715
191,2024:04:27 13:33:03,P1,on,45.828472222222224,15.22048611111111,4.757014765579694
192,2024:04:27 13:38:07,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
193,2024:04:27 13:35:59,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
194,2024:04:27 13:36:38,P3,on,45.82841944444445,15.220308333333334,3.5355339046563916
195,2024:04:27 13:37:26,P3,on,45.82836666666667,15.220605555555556,4.727209383346882
196,2024:04:27 13:34:56,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
197,2024:04:27 13:35:00,P2,on,45.82844166666667,15.220269444444444,4.59267167748548
198,2024:04:27 13:38:01,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
199,2024:04:27 13:33:13,P1,on,45.828472222222224,15.220494444444444,4.752926501631165
200,2024:04:27 13:36:45,P3,on,45.82840277777778,15.220358333333333,4.592671538773853
201,2024:04:27 13:36:44,P3,on,45.82840277777778,15.220358333333333,4.5926715446217665
202,2024:04:27 13:33:47,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
203,2024:04:27 13:32:34,P1,on,45.828472222222224,15.22048611111111,4.761082404133805
204,2024:04:27 13:35:57,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
205,2024:04:27 13:33:39,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
206,2024:04:27 13:34:42,P2,on,45.828430555555556,15.220244444444445,3.5355339046563916
207,2024:04:27 13:35:39,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
208,2024:04:27 13:35:35,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
209,2024:04:27 13:33:01,P1,on,45.828472222222224,15.220475,4.76286051610727
210,2024:04:27 13:33:18,P1,on,45.828472222222224,15.220477777777777,4.751754796443612
211,2024:04:27 13:35:55,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
212,2024:04:27 13:35:07,P2,on,45.828430555555556,15.220286111111111,4.757455065359477
213,2024:04:27 13:37:55,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
214,2024:04:27 13:33:51,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
